Dragon,Rarity,BreedAvailability,BreedElementOne,BreedElementTwo,BreedElementTwo,BreedElementThree,BreedElementFive,BreedDragonOne,BreedDragonTraitOne,BreedDragonTwo,BreedDragonTraitTwo,RequiredRiftAlignment,RequiredRiftTrait,OppositeElements,RequiredElementCount,RequiredTimeOfDay,RequiredWeather,RequiredCave,BreedTime,BreedElements,OwnZeroBreedPercentage,OwnOneBreedPercentage,OwnTwoBreedPercentage,NormalSingleClonePercentage,NormalDoubleClonePercentage,SocialSingleClonePercentage,SocialDoubleClonePercentage,RiftSingleClonePercentage,RiftDoubleClonePercentage,VisibleElements,EvolvesFrom,Riftable,Elderable,EarnGold,EarnEtherium,EarnGem,MagicCost,EventSection,ReqiuredTrait,Quest,AirCollection,AnniversaryCollection,ApocalypseCollection,AuraCollection,AutumnCollection,CampingCollection,CelebrationCollection,ChrysalisCollection,ColdCollection,CrystallineCollection,DarkCollection,DreamCollection,EarthCollection,EnhancedCollection,FireCollection,GalacticCollection,GemstoneAllCollection,GemstoneAutumnCollection,GemstoneSpringCollection,GemstoneSummerCollection,GemstoneWinterCollection,GhostlyCollection,HiddenCollection,LegendaryCollection,LightCollection,LightningCollection,LoveCollection,MelodyCollection,MetalCollection,MonolithCollection,MoonCollection,MythicCollection,OlympusCollection,OmofNomsCollection,OrnamentalCollection,OvalithCollection,ParadiseCollection,PlantCollection,RainbowCollection,RiftCollection,SeasonalCollection,SnowflakeCollection,SpookyCollection,SummerCollection,SunCollection,SurfaceCollection,TreasureCollection,VernalCollection,VintageCollection,WaterCollection,WinterCollection,ZodiacCollection
Opal,Gemstone,unavailable,,,,,,Lava,,Mud,,,,,,,,,111600,FEWGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,true,false,,240000,120960000,,,,Opalescent Operation,,,,,,,,,,,,,,,,,Gemstone All,Gemstone Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opulent,Epic,unavailable,plant,fire,water,lightning,,,,,,,,,,,,,144000,PFWLTr,0.01,,,0.05,,0.01,0.05,0.05,,Tr,,true,false,165,240000,,,,,Affluent Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treasure,,,,,
Oracle,Epic,unavailable,earth,lightning,light,,,,,,,,,,,,,,99000,ELISf,0.015,,,0.01,0.25,0.015,0.1,0.01,,Sf,,true,false,250,240000,,,,,Passage of Prophecy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surface,,,,,,
Orchid,Rare,permanent,plant,air,,,,,,,,,,,,,,,32400,PA,0.05,,,0.01,,0.03,0.15,0.01,,PA,,true,false,720,360000,,,,,Koo Hill Trek,Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Orlena,Rare,unavailable,fire,,,,,Rosegold,,,,,,,,,,,72000,PFAM,0.0425,,,0.01,0.3,0.1,0.2,0.01,0.3,PFAM,,true,false,125,360000,,,,,Royal Presence,,,,,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Ornamental,Epic,unavailable,fire,,,,,Reindeer,,,,,,,,,,,64800,PFCOr,0.06,,,,0.3,0.01,0.05,,0.3,Or,,true,false,210,240000,,,,,Sleigh Ride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,Winter,
Ortreat,Rare,unavailable,plant,fire,earth,,,,,,,,,,,,,,54000,PFE,0.04,,,0.01,,0.015,0.1,0.01,,PFE,,true,false,667,360000,,6080,2,,Confabulated Confectionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Osteryx,Rare,unavailable,air,fire,earth,,,,,,,,,,,,,,50400,FEA,0.02,,,0.01,0.3,0.04,0.15,0.01,0.3,FEA,,true,false,600,360000,,,,,The Boneyard,,,,,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouroboros,Epic,permanent,water,,,,,Magnetic,,,,,,,,,,,95040,WLMAp,0.03,,,,,0.02,0.05,,,Ap,,true,false,150,240000,,,,,Infinite Loop,,,Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outrider,Rare,unavailable,light,air,metal,,,,,,,,,,,,,,81000,AMI,0.0175,,,0.0075,0.3,0.015,0.1,0.0075,0.3,AMI,,true,false,460,360000,,,,,Surveil the Vale,,,,,,,,,,,,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovalith,Gemstone,unavailable,,,,,,Bloom,,Panlong,,,,,,,,,108000,PFECWLAGe,0.01,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,true,false,,240000,120960000,,,,Shell Scheme,,,,,,,,,,,,,,,,,Gemstone All,,,,,,,,,,,,,,,,,,,Ovalith,,,,,,,,,,,,,,,,
Palladium,Hybrid,permanent,light,metal,,,,,,,,,,,,,,,19800,MI,,,,0.01,,0.1,0.2,0.01,,MI,,true,false,1070,360000,,,,,Noble Peril,,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,
Panlong,Rare,unavailable,water,air,earth,fire,,,,,,,,,,,,,129600,FEWA,0.03,,,0.005,,0.01,0.05,0.005,,FEWA,,true,false,383,360000,,,,,Year of the Dragon,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vintage,,,
Paper,Rare,unavailable,fire,earth,plant,cold,,,,,,,,,,,,,43200,PFEC,0.03,,,0.01,,0.02,0.05,0.01,,PFEC,,true,false,336,360000,,,,,Backflip Trip,,Anniversary,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party,Epic,unavailable,,,,,,,,,,,,,4,,,,187200,PFECWLAMIDRb,0.03,0.01,,0.05,,0.03,0.05,0.05,,Rb,,true,false,79,240000,,,,,Celebratory Expedition,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rainbow,,,,,,,,,,,,,
Pearl,Gemstone,unavailable,,,,,,Snow,,Seaweed,,,,,,,,,108000,PCWAGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,true,false,,240000,120960000,,,,Shimmering Slough,,,,,,,,,,,,,,,,,Gemstone All,,Gemstone Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearlescent,Epic,permanent,rift,,,,,Prism,light,Starwing,dark,,,,,,,rift,0,PFECRCh,0.005,,,0,0,0,0,0.0025,0.1,RCh,,true,false,105,240000,,,,I,Pretty Power,,,,,,,,Chrysalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rift,,,,,,,,,,,,
Peoni,Rare,unavailable,,,,,,Sakura,,Bloom,,,,,,,,,79200,PECL,0.04,,,0.01,0.3,0.015,0.05,0.01,0.3,PECL,,true,false,200,360000,,,,,Heavy Petal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernal,,,,
Pepper,Rare,permanent,fire,plant,,,,,,,,,,,,,,,21600,PF,0.05,,,0.01,,0.04,0.15,0.01,,PF,,true,false,600,360000,,,,,Cheelei's Cove,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Peridot,Gemstone,unavailable,,,,,,Crystal,,Cactus,,,,,,,,,111600,PELGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,true,false,,240000,120960000,,,,Olivine's Ordeal,,,,,,,,,,,,,,,,,Gemstone All,,,Gemstone Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Permafrost,Rare,permanent,earth,cold,,,,,,,,,,,,,,,64800,EC,0.05,,,0.01,0.3,0.04,0.15,0.01,0.3,EC,,true,false,600,360000,,,,,Freezey-Cold Flight,,,,,,,,,Cold,,,,Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petunia,Epic,unavailable,fire,earth,cold,lightning,,,,,,,,,,,,,57600,FECLAu,0.03,,,0.05,0.3,0.01,0.05,0.05,0.3,Au,,true,false,335,240000,,,,,Anger Wrangler,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Phantom,Hybrid,permanent,cold,light,,,,,,,,,,,,,,,30600,CI,,,,0.01,,0.1,0.2,0.01,,CI,,true,false,965,360000,,,,,Fear & Figments,,,,,,,,,Cold,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharaoh,Epic,unavailable,,,,,,Sun,,Crypt,,,,,,,,,108000,CLDSu,0.09,0.03,,,,0.01,0.05,,,Su,,true,false,125,240000,,1800,1,,Tomb of Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,Sun,,,,,,,
Pisceian,Epic,unavailable,water,,,,,Omen,,,,,,,,,,,86400,PCWLM,0.035,,,0.05,0.3,0.04,0.15,0.05,0.3,WZo,,true,false,134,240000,,,,,Centrifuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zodiac
Pixie,Epic,permanent,,,,,,Pixie,,Pixie,,,,,,,,,64800,PEWMh,0,,,0,0.3,0,0.15,0,0.3,Mh,Monolith 6,true,false,300,240000,,,,,Spring bringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monolith,,,,,,,,,,,,,,,,,,,,,,
Plains,Rare,permanent,earth,light,,,,,,,,,,,,,,,43200,EI,0.05,,,0.01,,0.04,0.1,0.01,,EI,,true,false,1015,360000,,,,,Gargantuan Grasslands,,,,,,,,,,,,,Earth,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plant,Primary,permanent,,,,,,,,,,,,PM,,,,,5,P,,,,0,,0,,0,,P,,false,true,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Plant Rift,Primary Rift,permanent,,,,,,,,,,,,,,,,rift,172800,PR,,,,0,0,0,0,0.01,0.15,PR,,true,false,400,360000,,,,P,Rift Innovations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plant,,Rift,,,,,,,,,,,,
Plasma,Rare,permanent,lightning,water,,,,,,,,,,,,,,,57600,WL,0.05,,,0.01,,0.04,0.1,0.01,,WL,,true,false,385,360000,,,,,Ionized Guise,,,,,,,,,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Plateau,Epic,unavailable,,,,,,Monolith 5,,Moss,,,,,,,,,50400,PEWAHi,0.02,,,0.05,0.3,0.01,0.05,0.05,0.3,Hi,,true,false,400,240000,,,,,Slow-Moving Summit,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Platinum,Epic,permanent,water,metal,,,,,,,,,,,,,,,176400,WMTr,0.015,,,,,0.01,0.05,,,Tr,,true,false,167,240000,,,,,Sickengen's Den,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treasure,,,,,
Plumewing,Rare,permanent,rift,,,,,,,,,,air,,,,,rift,0,FAR,0.03,0.01,,0,0,0,0,0.01,0.15,FAR,,true,false,390,360000,,,,A,Shiny Start,Air,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,Rift,,,,,,,,,,,,
Plumpkin,Rare,unavailable,plant,fire,earth,,,,,,,,,,,,,,68400,PFE,0.05,,,0.01,,0.02,0.1,0.01,,PFE,,true,false,650,360000,,,,,Pumpermelon Imposter,,,,,Autumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Om of Noms,,,,,,,,,,,,,,,,,,
Poison,Hybrid,permanent,plant,fire,,,,,,,,,,,,,,,1800,PF,,,,0.01,,0.1,0.2,0.01,,PF,,true,false,700,360000,,,,,Toxic Trouble,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Polarian,Galaxy,permanent,,,,,,,,,,,,,,,,social,102600,CWAIGa,,,,0,0,0.05,0.2,0,0,Ga,,true,false,105,240000,,,,,Polaris Plummet,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollen,Hybrid,permanent,plant,air,,,,,,,,,,,,,,,25200,PA,,,,0.01,,0.1,0.2,0.01,,PA,,true,false,800,360000,,,,,Fields of Achoo,Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Pond,Epic,unavailable,,,,,,Monolith 1,,Lichen,,,,,,,,,43200,PECWHi,0.02,,,0.05,0.3,0.01,0.05,0.05,0.3,Hi,,true,false,550,240000,,,,,Philosopher's Dragon,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PonkiPong,Rare,unavailable,fire,air,,,,Undau,,,,,,,,,,,54000,FAID,0.035,,,0.01,0.3,0.1,0.2,0.01,0.3,FAID,,true,false,260,360000,,,,,Bouncy,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porcelain,Rare,permanent,,,,,,Porcelain,,Porcelain,,,,,,,,,36000,FE,0,,,0,0.3,0,0.3,0,0.3,FE,Bone,true,false,455,360000,,7150,2,,Enamel Upgrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Portent,Epic,unavailable,,,,,,Daydream,,Mirage,,,,,,,,,180000,PFECWLAMIDDr,0.03,0.015,,0.05,0.3,0.01,0.1,0.05,0.1,Dr,,true,false,94,240000,,,,,Exceptional Endeavor,,,,,,,,,,,,Dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poshwing,Rare,permanent,plant,light,,,,,,,,,,,,,,,36000,PI,0.02,,,0.01,0.3,0.04,0.15,0.01,0.3,PI,,true,false,682,360000,,,,,Posh and Glamorous,,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Pouke,Epic,unavailable,fire,water,light,,,,,,,,,,,,,,72000,FWISe,0.03,,,0.01,0.3,0.015,0.1,0.01,0.3,WISe,,true,false,240,240000,,,,,Picnic Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seasonal,,,,,,,,,,,
Prestige,Epic,unavailable,,,,,,Psyche,,Stella,,,,,,,,,108000,PADMo,0.0375,,,0.01,0.3,0.1,0.2,0.01,0.3,PADMo,,true,false,100,240000,,,,,Plot Twist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moon,,,,,,,,,,,,,,,,,,,,,
Prestina,Epic,unavailable,,,,,,Prestige,,Outrider,,,,,,,,,100800,PAMIDMo,0.0425,,,0.05,0.3,0.01,0.15,0.05,0.3,AIDMo,,true,false,180,240000,,,,,Partners in Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moon,,,,,,,,,,,,,,,,,,,,,
PrickleFluff,Rare,unavailable,fire,air,cold,light,,,,,,,,,,,,,54000,FCAI,0.035,,,0.01,0.3,0.1,0.2,0.01,0.3,FCAI,,true,false,250,360000,,,,,Pursuit of Love,,,,,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Prism,Epic,unavailable,light,water,,,,,,,,,,,,,,,151200,WIRb,0.03,,,,,0.01,0.05,,,Rb,,true,false,105,240000,,,,,Dark Side of the Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rainbow,,,,,,,,,,,,,
Procyon,Galaxy,permanent,,,,,,,,,,,,,,,,social,57600,PWLMGa,,,,0,0,0.05,0.2,0,0,Ga,,true,false,405,240000,,,,,Stellar Phenomcyon,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Professo,Rare,unavailable,earth,plant,light,lightning,,,,,,,,,,,,,97200,PELI,0.0405,,,0.01,0.3,0.1,0.2,0.01,0.3,PELI,,true,false,130,360000,,,,,Pet Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Promethium,Hybrid,permanent,dark,metal,,,,,,,,,,,,,,,28800,MD,,,,0.01,,0.1,0.2,0.01,,MD,,true,false,1240,360000,,,,,Rift Fire Mire,,,,,,,,,,,Dark,,,,,,,,,,,,,,,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,
Psyche,Rare,unavailable,dark,air,plant,,,,,,,,,,,,,,100800,PAD,0.005,0.02,,0.0075,0.3,0.015,0.1,0.0075,0.3,PAD,,true,false,475,360000,,,,,Mind Over Matter,,,,,,,,,,,,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puffles,Epic,unavailable,,,,,,Fluffles,,Nightbloom,,,,,,,,,64800,PCAIDMo,0.04,,,0.05,0.3,0.01,0.15,0.05,0.3,CAIMo,,true,false,210,240000,,,,,The Shear Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moon,,,,,,,,,,,,,,,,,,,,,
Punk,Epic,unavailable,,,,,,Decay,,Lycan,,,,,,,,,93600,PFECLMe,0.038,,,0.05,0.3,0.015,0.15,0.05,0.3,Me,,true,false,180,240000,,10000,2,,Mosh Pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melody,,,,,,,,,,,,,,,,,,,,,,,,
Pyrite,Gemstone,unavailable,,,,,,Iron,,Thunder,,,,,,,,,129600,ELAMCr,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Cr,,true,false,,240000,120960000,,,,Golden Foolery,,,,,,,,,,Crystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quaa,Rare,unavailable,,,,,,Woodvine,,Kroki,,,,,,,,,93600,PFEA,0.035,,,0.05,0.3,0.01,0.15,0.05,0.3,PFEA,,true,false,95,360000,,,,,Loud and Unclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernal,,,,
Quake,Hybrid,permanent,earth,lightning,,,,,,,,,,,,,,,21600,EL,,,,0.01,,0.1,0.2,0.01,,EL,,true,false,650,360000,,,,,Seismic Trick,,,,,,,,,,,,,Earth,,,,,,,,,,,,,Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantum,Rare,unavailable,light,cold,dark,,,,,,,,,,,,,,93600,CID,0.0175,,,0.0075,0.3,0.015,0.1,0.0075,0.3,CID,,true,false,400,360000,,,,,Formidable Force,,,,,,,,,,,,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quartz,Gemstone,unavailable,,,,,,Luminous,,Lava,,,,,,,,,108000,PFEICr,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Cr,,true,false,,240000,120960000,,,,Crystal Clear Chasm,,,,,,,,,,Crystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quicksand,Rare,permanent,water,earth,,,,,,,,,,,,,,,54000,EW,0.05,,,0.01,,0.04,0.1,0.01,,EW,,true,false,750,360000,,,,,Sandy Canyon,,,,,,,,,,,,,Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Quicksilver,Hybrid,permanent,water,metal,,,,,,,,,,,,,,,64800,WM,,,,0.01,,0.1,0.2,0.01,,WM,,true,false,1100,360000,,,,,Mercurial Madness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,,,,,,,,,,,,,,,,,,,,,Water,,
Quintessence,Rare,unavailable,metal,plant,fire,earth,water,,,,,,,,,,,,180000,PFEWM,0.02,,,0.01,0.3,0.015,0.1,0.01,0.3,PFEWM,,true,false,149,240000,,,,,A Guardian's Guide,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vintage,,,
Radiant,Hybrid,permanent,light,metal,,,,,,,,,,,,,,,37800,MI,,,,0.01,,0.1,0.2,0.01,,MI,,true,false,880,360000,,,,,Heat Wave Havoc,,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,
Ragnarok,Epic,permanent,fire,earth,cold,dark,,,,,,,,,,,,,142020,FECDAp,0.02,,,,,0.01,0.05,,,Ap,,true,false,130,240000,,,,,Serpentine Point,,,Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rain,Hybrid,permanent,water,air,,,,,,,,,,,,,,,28800,WA,,,,0.01,,0.1,0.2,0.01,,WA,,true,false,750,360000,,,,,Torrential Tribulation,Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Rainbow,Epic,permanent,,,,,,,,,,,,,4,,,,172800,PFECWLAMIDRb,0.01,,,0.005,0.25,0.01,0.05,0.005,0.1,Rb,,true,false,96,240000,,,,,Polyhue Palms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rainbow,,,,,,,,,,,,,
Rayleian,Galaxy,permanent,,,,,,,,,,,,,,,,social,79200,FWAIGa,,,,0,0,0.1,0.2,0,0,Ga,,true,false,175,240000,,,,,Megastellar Mission,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razortail,Rare,permanent,plant,metal,,,,,,,,,,,,,,,43200,PM,0.05,,,0.01,0.3,0.1,0.2,0.01,0.3,PM,,true,false,210,360000,,,,,One Prickly Pear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,,,,,,,,,Plant,,,,,,,,,,,,,,
Razzle,Epic,unavailable,moon,sun,air,dark,,,,,,,,,,,,,50400,ADSuMo,0.02,,,0.0075,0.3,0.015,0.05,0.0075,0.3,ADSuMo,,true,false,189,240000,,,,,Hysterical Hype,,,,,,,,,,,,,,Enhanced,,,,,,,,,,,,,,,,,Moon,,,,,,Paradise,,,,,,,,Sun,,,,,,,
Redbeard,Epic,unavailable,hidden,,,,,Celtic,,,,,,,,,,,64800,PCLHi,0.04,,,0.01,0.3,0.1,0.2,0.01,0.3,Hi,,true,false,110,240000,,,,,Interesting Interest,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regal,Epic,unavailable,plant,water,air,light,,,,,,,,,,,,,129600,PWAITr,0.04,0.02,,0.05,,0.01,0.05,0.05,,Tr,,true,false,185,240000,,,,,Trail of Regale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treasure,,,,,
Regift,Rare,unavailable,plant,fire,cold,,,,,,,,,,,,,,43200,PFC,0.07,,,0.01,,0.05,0.1,0.01,,PFC,,true,false,500,360000,,,,,Nor'easter Beaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Reindeer,Rare,unavailable,plant,cold,,,,,,,,,,,,,,,18000,PC,0.07,,,0.01,,0.05,0.1,0.01,,PC,,true,false,400,360000,,,,,Sandakloz's Surprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Reminiscence,Epic,unavailable,ornamental,,,,,Icy Torrent,,,,,,,,,,,108000,CWOr,0.03,,,0.01,0.3,0.015,0.1,0.01,0.3,CWOr,,true,false,250,240000,,,,,Memories of Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,,
Rhinotorch,Epic,permanent,,,,,,Swallowtail,,Marbletail,,,,,,,,,57600,PFECCh,0.02,,,,0.3,0.01,0.05,,0.3,Ch,,true,false,185,240000,,,,,Sharply Appointed,,,,,,,,Chrysalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ribbon,Epic,unavailable,fire,,,,,Regift,,,,,,,,,,,68400,PFCOr,0.04,,,0.05,0.3,0.01,0.05,0.05,0.3,Or,,true,false,200,240000,,,,,Streaming & Gleaming,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,Winter,
Rigel,Galaxy,permanent,galaxy,galaxy,rift,,,,,,,,,,,,,rift,57600,PFECWLAMIDRGa,0.005,,,0,0,0,0,0,0,RGa,,true,false,105,240000,,,,C,A Glad Dose of Adventure,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,Rift,,,,,,,,,,,,
Riptide,Rare,unavailable,water,dark,air,,,,,,,,,,,,,,88200,WAD,0.02,,,0.0075,0.3,0.015,0.1,0.0075,0.3,WAD,,true,false,420,360000,,,,,Amorphous Porpoise,,,,,,,,,,,,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
River,Hybrid,permanent,earth,water,,,,,,,,,,,,,,,46800,EW,,,,0.01,,0.1,0.2,0.01,,EW,,true,false,825,360000,,,,,Ami'Lya's Adventure,,,,,,,,,,,,,Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Root,Hybrid,permanent,earth,dark,,,,,,,,,,,,,,,32400,ED,,,,0.01,,0.1,0.2,0.01,,ED,,true,false,1200,360000,,,,,Tuber Trouble,,,,,,,,,,,Dark,,Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose,Rare,unavailable,air,,,,,Flower,,,,,,,,,,,50400,PFA,0.05,,,0.01,,0.035,0.15,0.01,,PFA,,true,false,429,360000,,,,,Nadia's Nursery,,,,,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,Vernal,,,,
Rosebud,Rare,unavailable,earth,,,,,Rose,,,,,,,,,,,64800,PFEA,0.01,,,0.05,,0.02,0.1,0.05,,PFEA,,true,false,429,360000,,,,,Cadberry Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernal,,,,
Rosegold,Rare,unavailable,,,,,,Rose,,Gold,,,,,,,,,108000,PFAM,0.05,,,0.01,,0.04,0.1,0.01,,PFAM,,true,false,535,360000,,,,,Unencumbered Soar,,,,,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Rotblossom,Rare,unavailable,,,,,,Thicket,,Decay,,,,,,,,,54000,PFEC,0.03,,,0.01,0.3,0.1,0.2,0.01,0.3,PFEC,,true,false,172,360000,,12640,2,,Daylight Deprivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Ruby,Gemstone,unavailable,,,,,,Chrome,,Scorch,,,,,,,,,111600,FLAMGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,true,false,,240000,120960000,,,,Mogok Mania,,,,,,,,,,,,,,,,,Gemstone All,,,Gemstone Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
